Product ID,Product Name,Product URL,Image URL,Price
20906336,Houston Astros MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906336,"http://lf.lids.com/hwl?set=sku[20906336],c[2],w[400],h[300]&load=url[file:product]",25.99
20906334,Detroit Tigers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906334,"http://lf.lids.com/hwl?set=sku[20906334],c[2],w[400],h[300]&load=url[file:product]",25.99
20906332,Colorado Rockies MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906332,"http://lf.lids.com/hwl?set=sku[20906332],c[2],w[400],h[300]&load=url[file:product]",25.99
20906330,Colorado Rockies MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906330,"http://lf.lids.com/hwl?set=sku[20906330],c[2],w[400],h[300]&load=url[file:product]",25.99
20906329,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906329,"http://lf.lids.com/hwl?set=sku[20906329],c[2],w[400],h[300]&load=url[file:product]",25.99
20906306,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906306,"http://lf.lids.com/hwl?set=sku[20906306],c[2],w[400],h[300]&load=url[file:product]",25.99
20906305,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906305,"http://lf.lids.com/hwl?set=sku[20906305],c[2],w[400],h[300]&load=url[file:product]",25.99
20906304,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906304,"http://lf.lids.com/hwl?set=sku[20906304],c[2],w[400],h[300]&load=url[file:product]",25.99
20906303,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906303,"http://lf.lids.com/hwl?set=sku[20906303],c[2],w[400],h[300]&load=url[file:product]",25.99
20906298,Boston Red Sox MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906298,"http://lf.lids.com/hwl?set=sku[20906298],c[2],w[400],h[300]&load=url[file:product]",25.99
20906296,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906296,"http://lf.lids.com/hwl?set=sku[20906296],c[2],w[400],h[300]&load=url[file:product]",25.99
20906293,Atlanta Braves MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906293,"http://lf.lids.com/hwl?set=sku[20906293],c[2],w[400],h[300]&load=url[file:product]",25.99
20906288,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906288,"http://lf.lids.com/hwl?set=sku[20906288],c[2],w[400],h[300]&load=url[file:product]",25.99
20906286,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20906286,"http://lf.lids.com/hwl?set=sku[20906286],c[2],w[400],h[300]&load=url[file:product]",25.99
20905605,Toronto Blue Jays MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905605,"http://lf.lids.com/hwl?set=sku[20905605],c[2],w[400],h[300]&load=url[file:product]",34.99
